OrderNumber,ProductName,Color,Category,Subcategory,ListPrice,Orderdate,Duedate,Shipdate,PromotionName,SalesRegion,OrderQuantity,UnitPrice,SalesAmount,DiscountAmount,TaxAmount,Freight
SO47366,"ML Road Frame-W - Yellow, 48",Yellow,Components,Road Frames,540.7545,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,4,324.4527,1297.8108,0,103.8249,32.4453
SO47366,AWC Logo Cap,Multi,Clothing,Caps,8.6442,2/29/2012,03-12-2012,03-07-2012,Volume Discount 11 to 14,Canada,11,5.0136,54.0466,1.103,4.3237,1.3512
SO47366,"Road-550-W Yellow, 42",Yellow,Bikes,Road Bikes,1000.4375,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,4,600.2625,2401.05,0,192.084,60.0263
SO47366,"ML Road Frame-W - Yellow, 44",Yellow,Components,Road Frames,540.7545,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,6,324.4527,1946.7162,0,155.7373,48.6679
SO47366,LL Road Rear Wheel,Black,Components,Wheels,112.565,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,6,67.539,405.234,0,32.4187,10.1309
SO47366,"Road-650 Red, 48",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,3,469.794,1409.382,0,112.7506,35.2346
SO47366,"Road-250 Red, 52",Red,Bikes,Road Bikes,2443.35,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,2,1466.01,2932.02,0,234.5616,73.3005
SO47366,"Road-550-W Yellow, 48",Yellow,Bikes,Road Bikes,1000.4375,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,6,600.2625,3601.575,0,288.126,90.0394
SO47366,Cable Lock,NA,Accessories,Locks,25,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,8,15,120,0,9.6,3
SO47366,Minipump,NA,Accessories,Pumps,19.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,7,11.994,83.958,0,6.7166,2.099
SO47366,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,6,202.332,1213.992,0,97.1194,30.3498
SO47366,"Road-550-W Yellow, 40",Yellow,Bikes,Road Bikes,1000.4375,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,3,600.2625,1800.7875,0,144.063,45.0197
SO47366,"Road-250 Red, 58",Red,Bikes,Road Bikes,2181.5625,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,3,1308.9375,3926.8125,0,314.145,98.1703
SO47366,"Road-650 Black, 52",Black,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,4,469.794,1879.176,0,150.3341,46.9794
SO47366,"Men's Bib-Shorts, S",Multi,Clothing,Bib-Shorts,89.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,6,53.994,323.964,0,25.9171,8.0991
SO47366,"LL Road Frame - Black, 52",Black,Components,Road Frames,306.5636,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,5,183.9382,919.691,0,73.5753,22.9923
SO47366,"Men's Sports Shorts, M",Black,Clothing,Shorts,59.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,7,35.994,251.958,0,20.1566,6.299
SO47366,"Road-250 Red, 44",Red,Bikes,Road Bikes,2443.35,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,4,1466.01,5864.04,0,469.1232,146.601
SO47366,ML Road Front Wheel,Black,Components,Wheels,248.385,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,3,149.031,447.093,0,35.7674,11.1773
SO47366,"LL Road Frame - Black, 58",Black,Components,Road Frames,306.5636,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,5,183.9382,919.691,0,73.5753,22.9923
SO47366,"Sport-100 Helmet, Red",Red,Accessories,Helmets,33.6442,2/29/2012,03-12-2012,03-07-2012,Volume Discount 11 to 14,Canada,12,19.5136,229.4799,4.6833,18.3584,5.737
SO47366,"Road-650 Red, 52",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,4,469.794,1879.176,0,150.3341,46.9794
SO47366,"Sport-100 Helmet, Blue",Blue,Accessories,Helmets,33.6442,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,10,20.1865,201.865,0,16.1492,5.0466
SO47366,"Long-Sleeve Logo Jersey, M",Multi,Clothing,Jerseys,48.0673,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,5,28.8404,144.202,0,11.5362,3.6051
SO47366,"Road-250 Black, 52",Black,Bikes,Road Bikes,2181.5625,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,6,1308.9375,7853.625,0,628.29,196.3406
SO47366,"Road-650 Red, 44",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,3,469.794,1409.382,0,112.7506,35.2346
SO47366,"Road-250 Red, 48",Red,Bikes,Road Bikes,2443.35,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,2,1466.01,2932.02,0,234.5616,73.3005
SO47366,"Men's Sports Shorts, S",Black,Clothing,Shorts,59.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,1,35.994,35.994,0,2.8795,0.8999
SO47366,"Women's Tights, L",Black,Clothing,Tights,74.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,8,44.994,359.952,0,28.7962,8.9988
SO47366,"HL Road Frame - Red, 44",Red,Components,Road Frames,1301.3636,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,3,780.8182,2342.4546,0,187.3964,58.5614
SO47366,"HL Road Frame - Red, 62",Red,Components,Road Frames,1301.3636,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,3,780.8182,2342.4546,0,187.3964,58.5614
SO47366,"Road-650 Red, 58",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,6,469.794,2818.764,0,225.5011,70.4691
SO47366,"Road-650 Black, 44",Black,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,3,469.794,1409.382,0,112.7506,35.2346
SO47366,"Sport-100 Helmet, Black",Black,Accessories,Helmets,33.6442,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,10,20.1865,201.865,0,16.1492,5.0466
SO47366,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,3,202.332,606.996,0,48.5597,15.1749
SO47366,HL Road Handlebars,NA,Components,Handlebars,109.3364,2/29/2012,03-12-2012,03-07-2012,No Discount,Canada,4,65.6018,262.4072,0,20.9926,6.5602
SO47367,"Road-650 Black, 44",Black,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,2,469.794,939.588,0,75.167,23.4897
SO47367,"Road-650 Black, 62",Black,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,469.794,469.794,0,37.5835,11.7449
SO47367,"HL Road Frame - Red, 62",Red,Components,Road Frames,1301.3636,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,780.8182,780.8182,0,62.4655,19.5205
SO47367,"LL Road Frame - Black, 60",Black,Components,Road Frames,306.5636,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,183.9382,183.9382,0,14.7151,4.5985
SO47367,"Road-650 Black, 48",Black,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,469.794,469.794,0,37.5835,11.7449
SO47367,"Road-250 Red, 48",Red,Bikes,Road Bikes,2443.35,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,1466.01,1466.01,0,117.2808,36.6503
SO47367,"Road-550-W Yellow, 42",Yellow,Bikes,Road Bikes,1000.4375,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,5,600.2625,3001.3125,0,240.105,75.0328
SO47367,"Road-650 Red, 58",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,2,469.794,939.588,0,75.167,23.4897
SO47367,"HL Road Frame - Black, 44",Black,Components,Road Frames,1301.3636,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,780.8182,780.8182,0,62.4655,19.5205
SO47367,"Road-650 Red, 52",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,3,469.794,1409.382,0,112.7506,35.2346
SO47367,LL Road Handlebars,NA,Components,Handlebars,40.4909,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,3,24.2945,72.8835,0,5.8307,1.8221
SO47367,"Road-250 Black, 48",Black,Bikes,Road Bikes,2181.5625,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,6,1308.9375,7853.625,0,628.29,196.3406
SO47367,"Road-550-W Yellow, 40",Yellow,Bikes,Road Bikes,1000.4375,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,3,600.2625,1800.7875,0,144.063,45.0197
SO47367,"Road-250 Red, 52",Red,Bikes,Road Bikes,2443.35,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,3,1466.01,4398.03,0,351.8424,109.9508
SO47367,"HL Road Frame - Black, 48",Black,Components,Road Frames,1301.3636,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,780.8182,780.8182,0,62.4655,19.5205
SO47367,"LL Road Frame - Black, 44",Black,Components,Road Frames,306.5636,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,2,183.9382,367.8764,0,29.4301,9.1969
SO47367,ML Road Rear Wheel,Black,Components,Wheels,275.385,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,165.231,165.231,0,13.2185,4.1308
SO47367,HL Road Rear Wheel,Black,Components,Wheels,357.06,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,3,214.236,642.708,0,51.4166,16.0677
SO47368,"ML Road Frame-W - Yellow, 44",Yellow,Components,Road Frames,540.7545,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,3,324.4527,973.3581,0,77.8686,24.334
SO47368,"Road-650 Red, 60",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,469.794,469.794,0,37.5835,11.7449
SO47368,"Long-Sleeve Logo Jersey, L",Multi,Clothing,Jerseys,48.0673,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,3,28.8404,86.5212,0,6.9217,2.163
SO47368,"Women's Tights, S",Black,Clothing,Tights,74.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,2,44.994,89.988,0,7.199,2.2497
SO47368,"Sport-100 Helmet, Black",Black,Accessories,Helmets,33.6442,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,3,20.1865,60.5595,0,4.8448,1.514
SO47368,LL Road Rear Wheel,Black,Components,Wheels,112.565,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,67.539,67.539,0,5.4031,1.6885
SO47368,AWC Logo Cap,Multi,Clothing,Caps,8.6442,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,3,5.1865,15.5595,0,1.2448,0.389
SO47368,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,2,202.332,404.664,0,32.3731,10.1166
SO47368,"Road-650 Red, 48",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,469.794,469.794,0,37.5835,11.7449
SO47368,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,202.332,202.332,0,16.1866,5.0583
SO47368,"Road-650 Black, 52",Black,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,469.794,469.794,0,37.5835,11.7449
SO47368,"Sport-100 Helmet, Red",Red,Accessories,Helmets,33.6442,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,2,20.1865,40.373,0,3.2298,1.0093
SO47368,"Women's Tights, L",Black,Clothing,Tights,74.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,2,44.994,89.988,0,7.199,2.2497
SO47368,ML Road Front Wheel,Black,Components,Wheels,248.385,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,2,149.031,298.062,0,23.845,7.4516
SO47368,"Men's Bib-Shorts, M",Multi,Clothing,Bib-Shorts,89.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,3,53.994,161.982,0,12.9586,4.0496
SO47368,HL Road Front Wheel,Black,Components,Wheels,330.06,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,3,198.036,594.108,0,47.5286,14.8527
SO47368,"Road-650 Red, 44",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,1,469.794,469.794,0,37.5835,11.7449
SO47368,"LL Road Frame - Black, 52",Black,Components,Road Frames,306.5636,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,4,183.9382,735.7528,0,58.8602,18.3938
SO47368,"Sport-100 Helmet, Blue",Blue,Accessories,Helmets,33.6442,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,3,20.1865,60.5595,0,4.8448,1.514
SO47368,"Road-650 Red, 62",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Northwest,2,469.794,939.588,0,75.167,23.4897
SO47369,"HL Road Frame - Red, 48",Red,Components,Road Frames,1301.3636,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,4,780.8182,3123.2728,0,249.8618,78.0818
SO47369,"ML Road Frame-W - Yellow, 48",Yellow,Components,Road Frames,540.7545,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,1,324.4527,324.4527,0,25.9562,8.1113
SO47369,"Road-550-W Yellow, 42",Yellow,Bikes,Road Bikes,1000.4375,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,5,600.2625,3001.3125,0,240.105,75.0328
SO47369,"HL Road Frame - Red, 62",Red,Components,Road Frames,1301.3636,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,780.8182,2342.4546,0,187.3964,58.5614
SO47369,HL Road Front Wheel,Black,Components,Wheels,330.06,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,4,198.036,792.144,0,63.3715,19.8036
SO47369,"Road-250 Black, 48",Black,Bikes,Road Bikes,2181.5625,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,4,1308.9375,5235.75,0,418.86,130.8938
SO47369,LL Road Handlebars,NA,Components,Handlebars,40.4909,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,6,24.2945,145.767,0,11.6614,3.6442
SO47369,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,202.332,606.996,0,48.5597,15.1749
SO47369,"Long-Sleeve Logo Jersey, XL",Multi,Clothing,Jerseys,48.0673,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,6,28.8404,173.0424,0,13.8434,4.3261
SO47369,"LL Road Frame - Black, 60",Black,Components,Road Frames,306.5636,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,2,183.9382,367.8764,0,29.4301,9.1969
SO47369,"Long-Sleeve Logo Jersey, L",Multi,Clothing,Jerseys,48.0673,2/29/2012,03-12-2012,03-07-2012,Volume Discount 11 to 14,Southwest,12,27.879,327.857,6.691,26.2286,8.1964
SO47369,ML Road Front Wheel,Black,Components,Wheels,248.385,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,149.031,447.093,0,35.7674,11.1773
SO47369,"Half-Finger Gloves, L",Black,Clothing,Gloves,23.5481,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,6,14.1289,84.7734,0,6.7819,2.1193
SO47369,"Half-Finger Gloves, M",Black,Clothing,Gloves,23.5481,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,8,14.1289,113.0312,0,9.0425,2.8258
SO47369,"Half-Finger Gloves, S",Black,Clothing,Gloves,23.5481,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,2,14.1289,28.2578,0,2.2606,0.7064
SO47369,ML Road Rear Wheel,Black,Components,Wheels,275.385,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,4,165.231,660.924,0,52.8739,16.5231
SO47369,"Road-650 Black, 62",Black,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,2,469.794,939.588,0,75.167,23.4897
SO47369,"Road-250 Black, 52",Black,Bikes,Road Bikes,2181.5625,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,1308.9375,3926.8125,0,314.145,98.1703
SO47369,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,1,202.332,202.332,0,16.1866,5.0583
SO47369,"ML Road Frame-W - Yellow, 44",Yellow,Components,Road Frames,540.7545,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,4,324.4527,1297.8108,0,103.8249,32.4453
SO47369,"HL Road Frame - Black, 48",Black,Components,Road Frames,1301.3636,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,1,780.8182,780.8182,0,62.4655,19.5205
SO47369,"Road-650 Black, 60",Black,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,9,469.794,4228.146,0,338.2517,105.7037
SO47369,"Sport-100 Helmet, Red",Red,Accessories,Helmets,33.6442,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,10,20.1865,201.865,0,16.1492,5.0466
SO47369,HL Road Rear Wheel,Black,Components,Wheels,357.06,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,214.236,642.708,0,51.4166,16.0677
SO47369,"Long-Sleeve Logo Jersey, M",Multi,Clothing,Jerseys,48.0673,2/29/2012,03-12-2012,03-07-2012,Volume Discount 11 to 14,Southwest,12,27.879,327.857,6.691,26.2286,8.1964
SO47369,"Road-250 Red, 48",Red,Bikes,Road Bikes,2443.35,2/29/2012,03-12-2012,03-07-2012,Volume Discount 11 to 14,Southwest,11,1417.143,15276.8015,311.7715,1222.1441,381.92
SO47369,"Sport-100 Helmet, Blue",Blue,Accessories,Helmets,33.6442,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,8,20.1865,161.492,0,12.9194,4.0373
SO47369,"Men's Sports Shorts, L",Black,Clothing,Shorts,59.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,5,35.994,179.97,0,14.3976,4.4993
SO47369,LL Road Rear Wheel,Black,Components,Wheels,112.565,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,4,67.539,270.156,0,21.6125,6.7539
SO47369,"Road-550-W Yellow, 48",Yellow,Bikes,Road Bikes,1000.4375,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,7,600.2625,4201.8375,0,336.147,105.0459
SO47369,"ML Road Frame-W - Yellow, 40",Yellow,Components,Road Frames,540.7545,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,324.4527,973.3581,0,77.8686,24.334
SO47369,"Men's Sports Shorts, S",Black,Clothing,Shorts,59.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,35.994,107.982,0,8.6386,2.6996
SO47369,"Road-650 Red, 48",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,Volume Discount 11 to 14,Southwest,11,454.1342,4895.5667,99.9095,391.6453,122.3892
SO47369,"Road-650 Red, 60",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,10,469.794,4697.94,0,375.8352,117.4485
SO47369,"Road-650 Black, 58",Black,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,Volume Discount 11 to 14,Southwest,14,454.1342,6230.7212,127.1576,498.4577,155.768
SO47369,"Road-650 Red, 62",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,Volume Discount 15 to 24,Southwest,18,430.6445,7364.021,387.5801,589.1217,184.1005
SO47369,"LL Road Frame - Red, 52",Red,Components,Road Frames,337.22,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,2,202.332,404.664,0,32.3731,10.1166
SO47369,Minipump,NA,Accessories,Pumps,19.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,7,11.994,83.958,0,6.7166,2.099
SO47369,"Road-250 Black, 44",Black,Bikes,Road Bikes,2181.5625,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,7,1308.9375,9162.5625,0,733.005,229.0641
SO47369,"Road-650 Black, 52",Black,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,6,469.794,2818.764,0,225.5011,70.4691
SO47369,"Road-250 Red, 52",Red,Bikes,Road Bikes,2443.35,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,4,1466.01,5864.04,0,469.1232,146.601
SO47369,"Women's Tights, L",Black,Clothing,Tights,74.99,2/29/2012,03-12-2012,03-07-2012,Volume Discount 15 to 24,Southwest,16,41.2445,626.9164,32.9956,50.1533,15.6729
SO47369,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,4,202.332,809.328,0,64.7462,20.2332
SO47369,"Men's Bib-Shorts, S",Multi,Clothing,Bib-Shorts,89.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,5,53.994,269.97,0,21.5976,6.7493
SO47369,"Women's Tights, S",Black,Clothing,Tights,74.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,8,44.994,359.952,0,28.7962,8.9988
SO47369,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,202.332,606.996,0,48.5597,15.1749
SO47369,"LL Road Frame - Black, 52",Black,Components,Road Frames,306.5636,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,6,183.9382,1103.6292,0,88.2903,27.5907
SO47369,"Road-550-W Yellow, 38",Yellow,Bikes,Road Bikes,1000.4375,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,10,600.2625,6002.625,0,480.21,150.0656
SO47369,"LL Road Frame - Black, 58",Black,Components,Road Frames,306.5636,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,5,183.9382,919.691,0,73.5753,22.9923
SO47369,"Road-650 Red, 44",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,Volume Discount 11 to 14,Southwest,14,454.1342,6230.7212,127.1576,498.4577,155.768
SO47369,"Road-550-W Yellow, 40",Yellow,Bikes,Road Bikes,1000.4375,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,5,600.2625,3001.3125,0,240.105,75.0328
SO47369,"Road-650 Red, 52",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,4,469.794,1879.176,0,150.3341,46.9794
SO47369,"Men's Bib-Shorts, L",Multi,Clothing,Bib-Shorts,89.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,1,53.994,53.994,0,4.3195,1.3499
SO47369,Cable Lock,NA,Accessories,Locks,25,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,15,45,0,3.6,1.125
SO47369,AWC Logo Cap,Multi,Clothing,Caps,8.6442,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,7,5.1865,36.3055,0,2.9044,0.9076
SO47369,"Road-250 Red, 44",Red,Bikes,Road Bikes,2443.35,2/29/2012,03-12-2012,03-07-2012,Volume Discount 11 to 14,Southwest,12,1417.143,16665.6017,340.1143,1333.2481,416.64
SO47369,"Sport-100 Helmet, Black",Black,Accessories,Helmets,33.6442,2/29/2012,03-12-2012,03-07-2012,Volume Discount 11 to 14,Southwest,14,19.5136,267.7266,5.4638,21.4181,6.6932
SO47369,"ML Road Frame-W - Yellow, 38",Yellow,Components,Road Frames,540.7545,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,324.4527,973.3581,0,77.8686,24.334
SO47369,"HL Road Frame - Red, 44",Red,Components,Road Frames,1301.3636,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,5,780.8182,3904.091,0,312.3273,97.6023
SO47369,"Road-650 Black, 44",Black,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,4,469.794,1879.176,0,150.3341,46.9794
SO47369,"Men's Sports Shorts, M",Black,Clothing,Shorts,59.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,6,35.994,215.964,0,17.2771,5.3991
SO47369,HL Road Handlebars,NA,Components,Handlebars,109.3364,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,7,65.6018,459.2126,0,36.737,11.4803
SO47369,"Men's Bib-Shorts, M",Multi,Clothing,Bib-Shorts,89.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,8,53.994,431.952,0,34.5562,10.7988
SO47369,"Women's Tights, M",Black,Clothing,Tights,74.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,44.994,134.982,0,10.7986,3.3746
SO47369,"LL Road Frame - Black, 44",Black,Components,Road Frames,306.5636,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,1,183.9382,183.9382,0,14.7151,4.5985
SO47370,ML Road Front Wheel,Black,Components,Wheels,248.385,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,1,149.031,149.031,0,11.9225,3.7258
SO47371,"Full-Finger Gloves, M",Black,Clothing,Gloves,37.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,6,22.794,136.764,0,10.9411,3.4191
SO47371,"HL Mountain Frame - Silver, 42",Silver,Components,Mountain Frames,1240.4545,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,1,744.2727,744.2727,0,59.5418,18.6068
SO47372,"LL Road Frame - Black, 52",Black,Components,Road Frames,306.5636,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,183.9382,551.8146,0,44.1452,13.7954
SO47372,ML Road Front Wheel,Black,Components,Wheels,248.385,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,149.031,447.093,0,35.7674,11.1773
SO47372,"Road-650 Red, 62",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,1,469.794,469.794,0,37.5835,11.7449
SO47372,"HL Road Frame - Black, 44",Black,Components,Road Frames,1301.3636,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,2,780.8182,1561.6364,0,124.9309,39.0409
SO47372,LL Road Rear Wheel,Black,Components,Wheels,112.565,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,67.539,202.617,0,16.2094,5.0654
SO47372,"Long-Sleeve Logo Jersey, XL",Multi,Clothing,Jerseys,48.0673,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,1,28.8404,28.8404,0,2.3072,0.721
SO47372,HL Road Front Wheel,Black,Components,Wheels,330.06,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,2,198.036,396.072,0,31.6858,9.9018
SO47372,"Road-650 Black, 52",Black,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,1,469.794,469.794,0,37.5835,11.7449
SO47372,"Road-650 Red, 44",Red,Bikes,Road Bikes,782.99,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,3,469.794,1409.382,0,112.7506,35.2346
SO47372,"Sport-100 Helmet, Blue",Blue,Accessories,Helmets,33.6442,2/29/2012,03-12-2012,03-07-2012,No Discount,Southwest,1,20.1865,20.1865,0,1.6149,0.5047
